compound_name	normalized_name	group_label	entry_type	is_cry_toxin	source_tag	source_file	notes	source_order
Acephate	acephate	A	collected_name	0	collected_text_n			24
Acequinocyl	acequinocyl	A	collected_name	0	collected_text_n			25
Acetamiprid	acetamiprid	A	collected_name	0	collected_text_n			26
Acethion	acethion	A	collected_name	0	collected_text_n			27
Acetophos	acetophos	A	collected_name	0	collected_text_n			28
Acetoprole	acetoprole	A	collected_name	0	collected_text_n			29
Acibenzolar	acibenzolar	A	collected_name	0	collected_text_n			30
Acrinathrin	acrinathrin	A	collected_name	0	collected_text_n			32
Acrylonitrile	acrylonitrile	A	collected_name	0	collected_text_n			33
Acynonapyr	acynonapyr	A	collected_name	0	collected_text_n			34
Afidopyropen	afidopyropen	A	collected_name	0	collected_text_n			35
Alanycarb	alanycarb	A	collected_name	0	collected_text_n			36
Aldicarb	aldicarb	A	collected_name	0	collected_text_n			37
Aldoxycarb	aldoxycarb	A	collected_name	0	collected_text_n			38
Aldrin	aldrin	A	collected_name	0	collected_text_n			39
Allethrin	allethrin	A	collected_name	0	collected_text_n			40
Allyxycarb	allyxycarb	A	collected_name	0	collected_text_n			42
Alpha-cypermethrin	alpha-cypermethrin	A	collected_name	0	collected_text_n			43
Alpha-endosulfan	alpha-endosulfan	A	collected_name	0	collected_text_n			44
Alpha-hexachlorocyclohexane	alpha-hexachlorocyclohexane	A	collected_name	0	collected_text_n			45
Altretamine	altretamine	A	collected_name	0	collected_text_n			46
Aluminium phosphide	aluminium phosphide	A	collected_name	0	collected_text_n			47
Aluminium silicate	aluminium silicate	A	collected_name	0	collected_text_n			48
Amidithion	amidithion	A	collected_name	0	collected_text_n			49
Amidoflumet	amidoflumet	A	collected_name	0	collected_text_n			50
Amidothioate	amidothioate	A	collected_name	0	collected_text_n			51
Aminocarb	aminocarb	A	collected_name	0	collected_text_n			52
Amiton	amiton	A	collected_name	0	collected_text_n			53
Amiton oxalate	amiton oxalate	A	collected_name	0	collected_text_n			54
Amitraz	amitraz	A	collected_name	0	collected_text_n			55
Ammonium acetate	ammonium acetate	A	collected_name	0	collected_text_n			56
Anagrapha falcifera nucleopolyhedrovirus	anagrapha falcifera nucleopolyhedrovirus	A	collected_name	0	collected_text_n			57
Anethole	anethole	A	collected_name	0	collected_text_n			58
Anthracene oil	anthracene oil	A	collected_name	0	collected_text_n			60
Apholate	apholate	A	collected_name	0	collected_text_n			61
Aramite	aramite	A	collected_name	0	collected_text_n			62
Arctium lappa extract	arctium lappa extract	A	collected_name	0	collected_text_n			63
Arsenic acid	arsenic acid	A	collected_name	0	collected_text_n			64
Artemisia absinthium extract	artemisia absinthium extract	A	collected_name	0	collected_text_n			65
Artemisia vulgaris oil	artemisia vulgaris oil	A	collected_name	0	collected_text_n			66
Athidathion	athidathion	A	collected_name	0	collected_text_n			68
Azamethiphos	azamethiphos	A	collected_name	0	collected_text_n			69
Azinphos-ethyl	azinphos-ethyl	A	collected_name	0	collected_text_n			70
Azinphos-methyl	azinphos-methyl	A	collected_name	0	collected_text_n			71
Azothoate	azothoate	A	collected_name	0	collected_text_n			72
Azoxybenzene	azoxybenzene	A	collected_name	0	collected_text_n			73
Bacillus sphaericus	bacillus sphaericus	B	collected_name	0	collected_text_n			74
Bacillus thuringiensis Berliner subsp. japonensis	bacillus thuringiensis berliner subsp. japonensis	B	collected_name	0	collected_text_n			75
Bacillus thuringiensis Berliner subsp. morrisoni	bacillus thuringiensis berliner subsp. morrisoni	B	collected_name	0	collected_text_n			76
Bacillus thuringiensis subsp. aizawai strain ABTS-1857	bacillus thuringiensis subsp. aizawai strain abts-1857	B	collected_name	0	collected_text_n			77
Bacillus thuringiensis subsp. aizawai strain GC-91	bacillus thuringiensis subsp. aizawai strain gc-91	B	collected_name	0	collected_text_n			78
Bacillus thuringiensis subsp. israelensis strain AM65-52	bacillus thuringiensis subsp. israelensis strain am65-52	B	collected_name	0	collected_text_n			79
Bacillus thuringiensis subsp. kurstaki strain ABTS 351	bacillus thuringiensis subsp. kurstaki strain abts 351	B	collected_name	0	collected_text_n			80
Bacillus thuringiensis subsp. kurstaki strain EG2348	bacillus thuringiensis subsp. kurstaki strain eg2348	B	collected_name	0	collected_text_n			81
Bacillus thuringiensis subsp. kurstaki strain PB 54	bacillus thuringiensis subsp. kurstaki strain pb 54	B	collected_name	0	collected_text_n			82
Bacillus thuringiensis subsp. kurstaki strain SA11	bacillus thuringiensis subsp. kurstaki strain sa11	B	collected_name	0	collected_text_n			83
Bacillus thuringiensis subsp. kurstaki strain SA12	bacillus thuringiensis subsp. kurstaki strain sa12	B	collected_name	0	collected_text_n			84
Bacillus thuringiensis subsp. tenebrionis NB 176	bacillus thuringiensis subsp. tenebrionis nb 176	B	collected_name	0	collected_text_n			85
Bacillus velezensis strain CL3	bacillus velezensis strain cl3	B	collected_name	0	collected_text_n			86
Bacillus velezensis strain RTI301	bacillus velezensis strain rti301	B	collected_name	0	collected_text_n			87
Beauveria bassiana strain ATCC 74040	beauveria bassiana strain atcc 74040	B	collected_name	0	collected_text_n			88
Beauveria bassiana strain GHA	beauveria bassiana strain gha	B	collected_name	0	collected_text_n			89
Benclothiaz	benclothiaz	B	collected_name	0	collected_text_n			91
Bendiocarb	bendiocarb	B	collected_name	0	collected_text_n			92
Benfuracarb	benfuracarb	B	collected_name	0	collected_text_n			93
Benoxafos	benoxafos	B	collected_name	0	collected_text_n			95
Bensultap	bensultap	B	collected_name	0	collected_text_n			96
Bentioflumin	bentioflumin	B	collected_name	0	collected_text_n			97
Benzoic acid	benzoic acid	B	collected_name	0	collected_text_n			98
Benzpyrimoxan	benzpyrimoxan	B	collected_name	0	collected_text_n			99
Benzyl benzoate	benzyl benzoate	B	collected_name	0	collected_text_n			100
Berberine	berberine	B	collected_name	0	collected_text_n			101
Beta-cyfluthrin	beta-cyfluthrin	B	collected_name	0	collected_text_n			102
Beta-cypermethrin	beta-cypermethrin	B	collected_name	0	collected_text_n			103
Beta-dihydroheptachlor	beta-dihydroheptachlor	B	collected_name	0	collected_text_n			104
Beta-endosulfan	beta-endosulfan	B	collected_name	0	collected_text_n			105
Beta-thujone	beta-thujone	B	collected_name	0	collected_text_n			106
Bifenazate	bifenazate	B	collected_name	0	collected_text_n			107
Bifenthrin	bifenthrin	B	collected_name	0	collected_text_n			108
Binapacryl	binapacryl	B	collected_name	0	collected_text_n			109
Bioallethrin	bioallethrin	B	collected_name	0	collected_text_n			110
Biopermethrin	biopermethrin	B	collected_name	0	collected_text_n			111
Bioresmethrin	bioresmethrin	B	collected_name	0	collected_text_n			112
Bis(2-chloroethyl)ether	bis(2-chloroethyl)ether	B	collected_name	0	collected_text_n			113
Bistrifluron	bistrifluron	B	collected_name	0	collected_text_n			114
Bisulflufen	bisulflufen	B	collected_name	0	collected_text_n			115
Borax	borax	B	collected_name	0	collected_text_n			116
Boric acid	boric acid	B	collected_name	0	collected_text_n			117
Brofenvalerate	brofenvalerate	B	collected_name	0	collected_text_n			118
Broflanilide	broflanilide	B	collected_name	0	collected_text_n			119
Brofluthrinate	brofluthrinate	B	collected_name	0	collected_text_n			120
Bromfenvinfos	bromfenvinfos	B	collected_name	0	collected_text_n			121
Bromocyclen	bromocyclen	B	collected_name	0	collected_text_n			122
Bromomethane	bromomethane	B	collected_name	0	collected_text_n			123
Bromophos	bromophos	B	collected_name	0	collected_text_n			124
Bromophos-ethyl	bromophos-ethyl	B	collected_name	0	collected_text_n			125
Bromopropylate	bromopropylate	B	collected_name	0	collected_text_n			126
Bufencarb	bufencarb	B	collected_name	0	collected_text_n			127
Buprofezin	buprofezin	B	collected_name	0	collected_text_n			128
Busulfan	busulfan	B	collected_name	0	collected_text_n			129
Butathiofos	butathiofos	B	collected_name	0	collected_text_n			130
Butocarboxim	butocarboxim	B	collected_name	0	collected_text_n			131
Butonate	butonate	B	collected_name	0	collected_text_n			132
Butopyronoxyl	butopyronoxyl	B	collected_name	0	collected_text_n			133
Butoxycarboxim	butoxycarboxim	B	collected_name	0	collected_text_n			134
Cadusafos	cadusafos	C	collected_name	0	collected_text_n			135
Caffeine	caffeine	C	collected_name	0	collected_text_n			136
Calcium acetate	calcium acetate	C	collected_name	0	collected_text_n			137
Calcium arsenate	calcium arsenate	C	collected_name	0	collected_text_n			138
Calcium chloride	calcium chloride	C	collected_name	0	collected_text_n			139
Calcium cyanide	calcium cyanide	C	collected_name	0	collected_text_n			140
Calcium hydroxide	calcium hydroxide	C	collected_name	0	collected_text_n			141
Calvinphos	calvinphos	C	collected_name	0	collected_text_n			142
Camphechlor	camphechlor	C	collected_name	0	collected_text_n			143
Camphene	camphene	C	collected_name	0	collected_text_n			144
Camphor	camphor	C	collected_name	0	collected_text_n			145
Canola oil	canola oil	C	collected_name	0	collected_text_n			146
Capric acid	capric acid	C	collected_name	0	collected_text_n			147
Caprylic acid	caprylic acid	C	collected_name	0	collected_text_n			148
Carbanolate	carbanolate	C	collected_name	0	collected_text_n			149
Carbaryl	carbaryl	C	collected_name	0	collected_text_n			150
Carbofuran	carbofuran	C	collected_name	0	collected_text_n			151
Carbon dioxide	carbon dioxide	C	collected_name	0	collected_text_n			152
Carbon disulphide	carbon disulphide	C	collected_name	0	collected_text_n			153
Carbon tetrachloride	carbon tetrachloride	C	collected_name	0	collected_text_n			154
Carbophenothion	carbophenothion	C	collected_name	0	collected_text_n			155
Carbosulfan	carbosulfan	C	collected_name	0	collected_text_n			156
Carboxide	carboxide	C	collected_name	0	collected_text_n			157
Carene	carene	C	collected_name	0	collected_text_n			158
Cartap	cartap	C	collected_name	0	collected_text_n			159
Cartap hydrochloride	cartap hydrochloride	C	collected_name	0	collected_text_n			160
Carvacrol	carvacrol	C	collected_name	0	collected_text_n			161
Caulerpa sertularioides extract	caulerpa sertularioides extract	C	collected_name	0	collected_text_n			162
Cedarwood oil	cedarwood oil	C	collected_name	0	collected_text_n			163
Cedrol	cedrol	C	collected_name	0	collected_text_n			164
Ceralure	ceralure	C	collected_name	0	collected_text_n			165
Chinomethionat	chinomethionat	C	collected_name	0	collected_text_n			166
Chloramidophos	chloramidophos	C	collected_name	0	collected_text_n			167
Chlorantraniliprole	chlorantraniliprole	C	collected_name	0	collected_text_n			168
Chlorbenside	chlorbenside	C	collected_name	0	collected_text_n			169
Chlorbicyclen	chlorbicyclen	C	collected_name	0	collected_text_n			170
Chlordane	chlordane	C	collected_name	0	collected_text_n			171
Chlordecone	chlordecone	C	collected_name	0	collected_text_n			172
Chlordimeform	chlordimeform	C	collected_name	0	collected_text_n			173
Chlordimeform hydrochloride	chlordimeform hydrochloride	C	collected_name	0	collected_text_n			174
Chlorempenthrin	chlorempenthrin	C	collected_name	0	collected_text_n			175
Chlorethoxyfos	chlorethoxyfos	C	collected_name	0	collected_text_n			176
Chlorfenapyr	chlorfenapyr	C	collected_name	0	collected_text_n			177
Chlorfenethol	chlorfenethol	C	collected_name	0	collected_text_n			178
Chlorfenson	chlorfenson	C	collected_name	0	collected_text_n			179
Chlorfensulphide	chlorfensulphide	C	collected_name	0	collected_text_n			180
Chlorfenvinphos	chlorfenvinphos	C	collected_name	0	collected_text_n			181
Chlorfluazuron	chlorfluazuron	C	collected_name	0	collected_text_n			182
Chlormephos	chlormephos	C	collected_name	0	collected_text_n			183
Chlorobenzilate	chlorobenzilate	C	collected_name	0	collected_text_n			184
Chloropicrin	chloropicrin	C	collected_name	0	collected_text_n			185
Chloroprallethrin	chloroprallethrin	C	collected_name	0	collected_text_n			186
Chloropropylate	chloropropylate	C	collected_name	0	collected_text_n			187
Chlorphoxim	chlorphoxim	C	collected_name	0	collected_text_n			188
Chlorprazophos	chlorprazophos	C	collected_name	0	collected_text_n			189
Chlorpyrifos	chlorpyrifos	C	collected_name	0	collected_text_n			190
Chlorpyrifos-methyl	chlorpyrifos-methyl	C	collected_name	0	collected_text_n			191
Chlorthion	chlorthion	C	collected_name	0	collected_text_n			192
Chlorthiophos	chlorthiophos	C	collected_name	0	collected_text_n			193
Chromafenozide	chromafenozide	C	collected_name	0	collected_text_n			194
Cinnamaldehyde	cinnamaldehyde	C	collected_name	0	collected_text_n			195
Cinnamon oil	cinnamon oil	C	collected_name	0	collected_text_n			196
Cinnamyl acetate	cinnamyl acetate	C	collected_name	0	collected_text_n			197
Cis-permethrin	cis-permethrin	C	collected_name	0	collected_text_n			199
Cismethrin	cismethrin	C	collected_name	0	collected_text_n			198
Citral	citral	C	collected_name	0	collected_text_n			200
Citric acid anhydrous	citric acid anhydrous	C	collected_name	0	collected_text_n			201
Citric acid esters of mono- & diglyceride fatty acids	citric acid esters of mono- & diglyceride fatty acids	C	collected_name	0	collected_text_n			202
Citronella oil	citronella oil	C	collected_name	0	collected_text_n			203
Citronellol	citronellol	C	collected_name	0	collected_text_n			204
Cloethocarb	cloethocarb	C	collected_name	0	collected_text_n			205
Clofentezine	clofentezine	C	collected_name	0	collected_text_n			206
Clonostachys rosea f. catenulate	clonostachys rosea f. catenulate	C	collected_name	0	collected_text_n			207
Clonostachys rosea strain J1446	clonostachys rosea strain j1446	C	collected_name	0	collected_text_n			208
Clothianidin	clothianidin	C	collected_name	0	collected_text_n			209
Clove oil	clove oil	C	collected_name	0	collected_text_n			210
Coconut oil	coconut oil	C	collected_name	0	collected_text_n			211
Colophonate	colophonate	C	collected_name	0	collected_text_n			212
Comfrey extract	comfrey extract	C	collected_name	0	collected_text_n			213
Copper acetoarsenite	copper acetoarsenite	C	collected_name	0	collected_text_n			214
Copper naphthenate	copper naphthenate	C	collected_name	0	collected_text_n			215
Cornmint oil	cornmint oil	C	collected_name	0	collected_text_n			216
Cottonseed oil	cottonseed oil	C	collected_name	0	collected_text_n			217
Coumithoate	coumithoate	C	collected_name	0	collected_text_n			218
Cresol	cresol	C	collected_name	0	collected_text_n			219
Crotamiton	crotamiton	C	collected_name	0	collected_text_n			220
Cry10Aa	cry10aa	C	cry_toxin_supplement	1	manual_cry_supplement		Cry toxin supplement added for Bt toxin matching; not asserted here as a registered product record.	806
Cry11Aa	cry11aa	C	cry_toxin_supplement	1	manual_cry_supplement		Cry toxin supplement added for Bt toxin matching; not asserted here as a registered product record.	807
Cry14Ab	cry14ab	C	cry_toxin_supplement	1	manual_cry_supplement		Cry toxin supplement added for Bt toxin matching; not asserted here as a registered product record.	808
Cry1Aa	cry1aa	C	cry_toxin_supplement	1	manual_cry_supplement		Cry toxin supplement added for Bt toxin matching; not asserted here as a registered product record.	777
Cry1Ab	cry1ab	C	cry_toxin_supplement	1	manual_cry_supplement		Cry toxin supplement added for Bt toxin matching; not asserted here as a registered product record.	778
Cry1Ac	cry1ac	C	cry_toxin_supplement	1	manual_cry_supplement		Cry toxin supplement added for Bt toxin matching; not asserted here as a registered product record.	779
Cry1Ad	cry1ad	C	cry_toxin_supplement	1	manual_cry_supplement		Cry toxin supplement added for Bt toxin matching; not asserted here as a registered product record.	780
Cry1Ae	cry1ae	C	cry_toxin_supplement	1	manual_cry_supplement		Cry toxin supplement added for Bt toxin matching; not asserted here as a registered product record.	781
